shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
2863,2863,2022-03-19,,Amazon Logistics,Delivered
2864,2864,2023-02-21,,BlueDart,Delivered
2865,2865,2022-04-10,,BlueDart,Delivered
2866,2866,2022-02-06,,India Post,Delivered
2867,2867,2023-11-29,,BlueDart,Delivered
2868,2868,2022-05-06,,Delhivery,In Transit
2869,2869,2022-01-16,,FedEx,Delivered
2870,2870,2023-02-05,,DTDC,Delivered
2871,2871,2023-10-01,,Ekart,Delivered
2872,2872,2023-09-02,,India Post,Delivered
2873,2873,2022-02-05,,India Post,Delivered
2874,2874,2022-09-23,2022-09-29,Delhivery,Returned
2875,2875,2023-02-01,,Amazon Logistics,In Transit
2876,2876,2023-03-14,,Delhivery,Delivered
2877,2877,2022-12-31,,India Post,Delivered
2878,2878,2022-01-29,,FedEx,Pending
2879,2879,2022-04-04,,DTDC,Delivered
2880,2880,2022-03-27,,Delhivery,Cancelled
2881,2881,2023-10-10,,FedEx,Delivered
2882,2882,2022-12-17,,DTDC,Pending
2883,2883,2022-02-10,,Ekart,Delivered
2884,2884,2023-12-26,,BlueDart,Delivered
2885,2885,2023-03-02,,Delhivery,In Transit
2886,2886,2023-09-02,,BlueDart,Cancelled
2887,2887,2023-06-05,,BlueDart,Delivered
2888,2888,2023-04-23,,DTDC,Delivered
2889,2889,2023-07-05,,India Post,Delivered
2890,2890,2023-08-28,,India Post,Delivered
2891,2891,2022-07-01,,India Post,Delivered
2892,2892,2022-06-18,,DTDC,Delivered
2893,2893,2023-03-14,,BlueDart,Delivered
2894,2894,2022-03-21,,FedEx,Delivered
2895,2895,2022-01-07,,Delhivery,In Transit
2896,2896,2023-11-04,,FedEx,Cancelled
2897,2897,2022-02-17,,Amazon Logistics,Delivered
2898,2898,2023-12-02,,FedEx,Delivered
2899,2899,2023-04-04,,Delhivery,Pending
2900,2900,2022-05-04,,DTDC,Delivered
2901,2901,2023-09-13,,Amazon Logistics,Delivered
2902,2902,2023-01-13,,DTDC,Delivered
2903,2903,2024-01-01,,Ekart,Delivered
2904,2904,2023-07-16,,FedEx,Delivered
2905,2905,2022-10-18,,BlueDart,In Transit
2906,2906,2022-03-12,,Amazon Logistics,Delivered
2907,2907,2023-11-14,,Delhivery,Delivered
2908,2908,2022-09-12,,FedEx,Delivered
2909,2909,2022-06-19,,India Post,Delivered
2910,2910,2022-07-25,,Ekart,Pending
2911,2911,2023-01-22,,Amazon Logistics,Delivered
2912,2912,2023-11-08,,BlueDart,Delivered
2913,2913,2023-08-01,,Amazon Logistics,Delivered
2914,2914,2022-11-06,,Amazon Logistics,In Transit
2915,2915,2022-01-17,,FedEx,Delivered
2916,2916,2022-01-16,,Amazon Logistics,In Transit
2917,2917,2023-08-24,,Delhivery,Delivered
2918,2918,2022-05-24,2022-05-26,India Post,Returned
2919,2919,2022-08-09,,FedEx,Delivered
2920,2920,2023-05-11,,Amazon Logistics,Delivered
2921,2921,2023-07-25,,FedEx,Delivered
2922,2922,2022-03-16,,FedEx,Delivered
2923,2923,2023-06-11,,DTDC,Delivered
2924,2924,2023-06-13,,India Post,Delivered
2925,2925,2023-10-06,,BlueDart,Cancelled
2926,2926,2023-01-11,,BlueDart,Cancelled
2927,2927,2023-02-26,,Delhivery,Delivered
2928,2928,2022-11-29,,Delhivery,Delivered
2929,2929,2023-11-21,,India Post,Delivered
2930,2930,2023-09-18,,India Post,In Transit
2931,2931,2022-05-13,,India Post,Pending
2932,2932,2023-06-11,,Amazon Logistics,Delivered
2933,2933,2023-10-17,,India Post,Delivered
2934,2934,2022-10-23,,Delhivery,Delivered
2935,2935,2023-09-11,,Amazon Logistics,Delivered
2936,2936,2022-04-01,,Delhivery,Delivered
2937,2937,2023-10-24,,Delhivery,Delivered
2938,2938,2022-10-16,,Ekart,Cancelled
2939,2939,2022-12-17,,DTDC,Delivered
2940,2940,2022-11-15,,FedEx,Delivered
2941,2941,2023-02-01,,FedEx,Delivered
2942,2942,2023-07-31,,BlueDart,Delivered
2943,2943,2023-11-10,,Delhivery,Delivered
2944,2944,2022-12-13,,BlueDart,Delivered
2945,2945,2022-12-21,,FedEx,Delivered
2946,2946,2022-03-10,,BlueDart,Delivered
2947,2947,2022-10-08,,Ekart,Delivered
2948,2948,2022-08-26,2022-09-03,Amazon Logistics,Returned
2949,2949,2023-08-07,,Ekart,Pending
2950,2950,2022-07-17,,FedEx,Delivered
2951,2951,2023-02-28,,India Post,Delivered
2952,2952,2023-11-22,,FedEx,In Transit
2953,2953,2022-05-28,,Delhivery,In Transit
2954,2954,2022-07-15,,Amazon Logistics,Delivered
2955,2955,2023-07-12,,BlueDart,Delivered
2956,2956,2023-04-21,,FedEx,Delivered
2957,2957,2022-10-30,,DTDC,Delivered
2958,2958,2023-10-15,,DTDC,Delivered
2959,2959,2023-10-27,,DTDC,Delivered
2960,2960,2023-02-11,,FedEx,Delivered
2961,2961,2023-08-07,,Delhivery,Delivered
2962,2962,2022-09-19,,Delhivery,Delivered
2963,2963,2023-01-25,,BlueDart,Pending
2964,2964,2022-01-08,,Ekart,Cancelled
2965,2965,2022-09-22,,FedEx,Delivered
2966,2966,2023-07-22,,BlueDart,Delivered
2967,2967,2023-03-12,,Amazon Logistics,Delivered
2968,2968,2023-03-16,,DTDC,Delivered
2969,2969,2023-05-08,,Ekart,Delivered
2970,2970,2022-05-26,,Ekart,Delivered
2971,2971,2022-02-28,,DTDC,Delivered
2972,2972,2023-07-20,,BlueDart,Delivered
2973,2973,2022-04-11,,Ekart,In Transit
2974,2974,2022-08-01,,FedEx,Delivered
2975,2975,2022-01-15,,Ekart,Pending
2976,2976,2022-10-14,,India Post,Delivered
2977,2977,2022-08-17,,BlueDart,Delivered
2978,2978,2022-10-04,,DTDC,Delivered
2979,2979,2022-09-02,,Ekart,Delivered
2980,2980,2022-11-24,,Amazon Logistics,Delivered
2981,2981,2023-01-30,,DTDC,Delivered
2982,2982,2022-06-18,,India Post,In Transit
2983,2983,2022-10-07,,Amazon Logistics,Delivered
2984,2984,2022-09-13,,India Post,Delivered
2985,2985,2023-04-21,2023-05-01,Delhivery,Returned
2986,2986,2022-08-17,,Delhivery,Delivered
2987,2987,2023-11-23,,India Post,Delivered
2988,2988,2023-09-12,,FedEx,Delivered
2989,2989,2022-08-27,,India Post,Delivered
2990,2990,2023-04-01,,Amazon Logistics,In Transit
2991,2991,2023-02-03,,DTDC,In Transit
2992,2992,2022-01-25,,Amazon Logistics,Delivered
2993,2993,2023-11-22,,Amazon Logistics,Cancelled
2994,2994,2023-06-22,,DTDC,Delivered
2995,2995,2023-06-08,,Ekart,Cancelled
2996,2996,2023-09-16,,Amazon Logistics,Delivered
2997,2997,2022-03-23,,FedEx,In Transit
2998,2998,2022-06-25,,BlueDart,Delivered
2999,2999,2022-11-21,,Ekart,Delivered
3000,3000,2022-10-29,,DTDC,Delivered
